source,date,rating,text,version
Google Play,2025-11-22,5,"Merci pour l'intégration de la saisie vocale et je constate une amélioration dans le langage (+ naturel). J'ai désinstallé Chat GPT, continuez 😉",1.3.0
Google Play,2025-11-22,5,rapidité et simplicité d'utilisation,1.3.0
Google Play,2025-11-22,5,très rapide et efficace,1.2.0
App Store,2025-11-21,5,Réponse très détaillée et très pertinente,1.3.0
Google Play,2025-11-21,3,"Pas mal mais pas au niveau de l'app ChatGPT (je parle uniquement de l'App, pas de la pertinence ou non du modèle)",1.3.0
Google Play,2025-11-21,1,"Énorme bug du jour au lendemain, après avoir passé énormément de temps dessus, en bref... une énorme perte de temps, je déconseille.",1.3.0
Google Play,2025-11-21,4,super idées et très réactif merci,1.1.10
Google Play,2025-11-21,5,"très direct, pas de fioritures. oubli les réponses précédentes ce qui donne l'impression de répétitions...",1.3.0
Google Play,2025-11-21,5,simple et aussi efficace que d'autres IA,1.3.0
Google Play,2025-11-21,5,Des informations claires et précises et propositions d' infos complémentaires,1.1.23
Google Play,2025-11-21,5,"C'est vraiment rapide, avec des résultats respectables.",1.3.0
Google Play,2025-11-21,5,super,1.3.0
Google Play,2025-11-21,5,c’est tros bien,1.1.23
Google Play,2025-11-21,1,Impossible d'être remboursé 5 min après avoir souscrit puis résilié mon abonnement,1.3.0
Google Play,2025-11-21,5,Le Chat est vraiment un outil très performant.,1.2.0
Google Play,2025-11-21,5,"sensible, pertinent. presque humains, ces qualificatifs",1.3.0
Google Play,2025-11-21,4,"Donne des réponses satisfaisantes selon mes besoins, c'est très intéressant comme outil d'aide",1.3.0
Google Play,2025-11-20,5,Parfait pour la gestion de projet en plus c'est français !,1.2.0
Google Play,2025-11-20,5,Réponse très argumentée et quasi instantanée. Bravo et merci.,1.2.0
Google Play,2025-11-20,5,excellent !,1.3.0
Google Play,2025-11-20,5,il est bon,1.2.0
Google Play,2025-11-20,4,"""Bonjour, bonne compréhension des questions et l de réponses pertinentes et approfondies Je souhaiterais une fonctionnalité permettant d’exporter ou de sauvegarder ou de partager facilement les résultats de recherche (par exemple, en PDF ou en fichier texte) depuis l’application mobile, plutôt que de devoir copier-coller chaque paragraphe manuellement. Ou au moins pouvoir copier-coller la reponse en entier et pas seulement point par point. Merci !""",1.2.0
App Store,2025-11-20,5,"Simple, plus rapide que la concurrence et plus sécurisé ! J’adore aussi la version web sur pc",1.3.0
App Store,2025-11-20,5,Réponses très complètes et concises,1.2.0
Google Play,2025-11-19,5,"formidable, merveilleux d'humanité",1.2.0
Google Play,2025-11-19,2,"Sans abonnement c'est la demo d'une bêta. Ça supprime des conversations, la limite de prompts est ridiculement faible donc on se retrouve avec des ""conversations"" non finies. La compréhension du contexte est à la ramasse, ça ment parfois, ça nie carrément des questions ou ça répète la même chose en boucle à des prompts différents. Bref c'est une bêta, avec des limitations et des performances pas à la hauteur du marketing dégoulinant qu'on se bouffe au quotidien sur les IA...",1.2.0
Google Play,2025-11-19,5,de l'Art pur,
Google Play,2025-11-19,5,"Excellente IA ! ""Le Chat"" est Meilleur que les autres IA sur le marché en traitement de texte en français ! Car il va droit à l'essentiel et utilise des mots communs pas comme ChatGPT qui fait des longues phrases pour ne rien dire et utilise des mots que personne n'utilise... Il reste aussi une très bonne IA en général sur toutes les tâches !",1.2.0
Google Play,2025-11-19,5,"On voir le raisonnent de l'IA et ça c'est rassurant, ça fait moins boîte noire.",1.1.23
Google Play,2025-11-19,5,génial !!,1.2.0
Google Play,2025-11-19,5,Impeccable efficace rapide et juste et en plus français,1.2.0
Google Play,2025-11-19,5,"Qu'importe le sujet, le pay et donc la langue, vous obtenez une réponse claire fiable confirmée par des spécialistes en médecine par exemple !). De plus ""le chat"" vous propose d'affiner la réponse ou toute autre aide à votre convenance !!! Sans pub, en clair et compréhensible sans avoir fait 7 ans d'études après le bac. Un grand MERCI aux cerveaux qui ont imaginé notre ami ""le chat""",1.2.0
Google Play,2025-11-19,5,super et 🇫🇷👍,1.3.0
Google Play,2025-11-19,5,A ce jour très satisfaite !! Bravo,1.2.0
Google Play,2025-11-19,5,parfait,1.2.0
Google Play,2025-11-19,5,Une AI performante qui répond justement aux questions posées .,1.2.0
Google Play,2025-11-19,5,premier essai . très satisfait,1.3.0
Google Play,2025-11-19,5,Belle alternative à Chat Gpt. Made in France. et surtout qui respecte les RGPD. Satisfait.,1.2.0
App Store,2025-11-19,5,Exceptionnel :),1.2.0
App Store,2025-11-19,5,Cette application me sert en permanence et me fait gagner beaucoup de temps.,1.2.0
App Store,2025-11-19,5,Je suis extrêmement satisfait des réponses et de la pertinence des informations de Mistral.,1.2.0
Google Play,2025-11-18,5,"très bonne alternative a ChatGPT, française et gratuite",1.2.0
Google Play,2025-11-18,4,excellent le chat,1.2.0
Google Play,2025-11-18,5,les réponses s'améliorent à chaque fois que je l'utilise. merci,1.1.21
Google Play,2025-11-18,5,"S'améliore régulièrement, très agréable à utiliser",1.2.0
Google Play,2025-11-18,5,j'adore je l'utilise souvent,1.2.0
Google Play,2025-11-18,5,Un outil simple et à portée de mains.,1.1.23
Google Play,2025-11-18,5,c'est comme chat GPT mais en mieux 🔥🔥🔥,1.2.0
Google Play,2025-11-18,5,J'aime les réponses précises apportées permettant un large choix dans les possibilités offertes sans pour autant orienter sur telle ou telle réponse. Cela permet à notre cerveau de faire sa propre analyse en fonction des critères proposés.,1.1.20
Google Play,2025-11-18,4,s'améliore de semaine en semaine 👍🏻,1.2.0
Google Play,2025-11-18,5,très facile à utiliser réponse rapide et donne plusieurs possibilités très satisfaite,1.2.0
Google Play,2025-11-18,5,"jusqu'à présent, les réponses à mes questions sont pertinentes.",1.2.0
App Store,2025-11-18,5,"Rien à dire le modèle est impressionnant, fierté française !",1.2.0
App Store,2025-11-18,4,Les réflexions avant de répondre sont des fois un peu longues mais c’est préférable plutôt que de répondre n’importe quoi !,1.2.0
Google Play,2025-11-17,5,J'aime bien mais il manque un truc qui m'empêche de l'utiliser autant que le concurrent. LE WIDGET... Quand est ce qu'il arrive pour l'avoir en accès instantané ?,1.2.0
App Store,2025-11-17,5,Utiliser et compatible avec les ancien os (15.8),1.2.0
App Store,2025-11-17,5,🇫🇷🇫🇷🇫🇷,1.2.0
Google Play,2025-11-17,5,c'est génial on a toutes les informations pour gérer ce problème,1.2.0
Google Play,2025-11-17,5,En signe d'encouragement pour une IA européenne,1.2.0
Google Play,2025-11-17,4,Manque la voix,
Google Play,2025-11-17,5,très bien continuez comme ça,1.2.0
App Store,2025-11-16,4,Excellents conseils.,1.2.0
App Store,2025-11-16,5,Les réponses sont très détaillées et poussées,1.2.0
App Store,2025-11-16,5,"It works really good, it is free and really quick and efficient in a large scope of use case !! It works on mobile !!",1.2.0
Google Play,2025-11-16,4,"cocorico, cependant l'application met un peu de temps à répondre. si on l'utilisait plus elle pourrait s'améliorer.",1.2.0
App Store,2025-11-16,5,Voici un assistant IA qui est une alternative tout à fait fiable aux équivalents américains ou chinois . Bravo !,1.2.0
Google Play,2025-11-16,5,le chat répond parfaitement à mes demandes.,1.2.0
Google Play,2025-11-16,5,"échanges très constructifs, très apréciable pour trouver des réponses rapidement (recherche de produits, comparatifs...)",1.2.0
Google Play,2025-11-16,5,au top,1.2.0
Google Play,2025-11-16,5,Ia fantastique,1.2.0
Google Play,2025-11-16,5,efficient,1.2.0
Google Play,2025-11-16,5,bien détaillé,1.2.0
Google Play,2025-11-16,5,Bonjour. D'une part je suis stupéfait de la rapidité de la réponse et d'autre part elle était très claire. 👌,1.2.0
Google Play,2025-11-16,5,"Enfin une belle création 🇨🇵 et pas des moindres. Rapide, simple d'utilisation ✨",1.2.0
Google Play,2025-11-16,5,pour moi c'est tout nouveau,1.2.0
Google Play,2025-11-15,5,c est très ginial5,1.2.0
Google Play,2025-11-15,5,S uper content d’avoir une IA Française et Européenne et fonctionne très bien comparable à chat GPT,1.2.0
Google Play,2025-11-15,5,super idée pour m aider à créer des souvenirs photos pour ma maman,1.2.0
Google Play,2025-11-15,4,"A permis de me sortir une situation un peu complexe lié la technologie. petits points d'amélioration, faire attention à bien prendre en compte l'historique des questions et réponses s'il y en a, avant de donner une réponse. Très bonne expérience.",1.2.0
Google Play,2025-11-15,5,parfait,1.2.0
Google Play,2025-11-15,5,super ia et développé par des français 🇫🇷. Je trouve que les réponses sont très pertinentes et que la fonction permettant de générer des image permet dans générer de très belle .,1.2.0
Google Play,2025-11-15,5,Très satisfait des réponses apportées🔝🔝🔝,1.2.0
Google Play,2025-11-15,5,Que de progrès !,1.2.0
Google Play,2025-11-15,2,"J´utilise, pour le moment, plusieurs IA gratuitement afin de les tester avant de me décider. Pour un même prompt : création de carte de visite, j'ai un résultat très pro avec chat gpt, Grock et autres. Sur Mistral, c'est très décevant : des fautes, des approximations, un design qui ne correspond pas. J´ai l´impression d'être sur chat gpt il y a 3 ans... Donc si vous pouviez améliorer les résultats peut-être que je prendrai un abonnement !",1.2.0
Google Play,2025-11-15,3,très bonne application je la conseille a tous,1.2.0
Google Play,2025-11-15,1,"il fait tout de traver il ne fait pas ce que je lui demande ne comprent rien,soul,trop de limite, beugues et met toujours le même emoji à la fin de s’est frases et tout ça sa ménèrve !!!!",1.2.0
Google Play,2025-11-15,5,très fort ! impressionnant,1.1.21
App Store,2025-11-15,5,La meilleur me Ai! J’ai installé l’application et je l’utilise quotidiennement,1.2.0
Google Play,2025-11-14,5,"Au moins une IA française et pas au mains de personnes toxiques, style Musk !!!!",1.1.23
App Store,2025-11-14,5,"Merci à vous les développeurs pour cette réussite en la matière. À mon sens Ces mieux qu’un moteur de recherche basic, accessible et pertinent.              J’ai la version lite ! J’imagine la version Pro 🌈👍🤩💪😇 merci Cordialement B.Stéphane",1.2.0
App Store,2025-11-14,5,bah c’ets juste la folie en fait,1.2.0
App Store,2025-11-14,3,Il a tous le temps faux en mathématiques,1.2.0
Google Play,2025-11-14,4,je suis un débutant de l'utilisation de l'IA. réponses apportées à mes questions rapidement et de manière satisfaisantes.,1.2.0
Google Play,2025-11-14,5,Il a répondu précisemment à mes questions.,1.2.0
Google Play,2025-11-14,5,pertinent et facile d'utilisation. un plaisir,1.1.23
Google Play,2025-11-14,5,"Je suis bluffée par la reflexion, l'analyse, la philosophie de la réponse. Ce qui me plaît dans le fait de converser avec l'IA c'est qu'elle ne cherche pas à te convaincre comme la plupart des personnes avec qui tu discutes. Elle ne monte pas sur ces grands cheveaux. Elle n'a pas d'orgueil. C'est très reposant, instructif et ça ouvre l'esprit.",1.2.0
App Store,2025-11-14,5,"Simple et efficace, répond aux attentes. 
Les petites questions ou propositions en fin de résultat permettent de pousser la réflexion l’analyse ou d’élargir le sujet. J’apprécie.",1.2.0
Google Play,2025-11-14,5,"Très pratique, plutôt précis et poli, c'est agréable 🙂. Je consulte le chat de plus en plus fréquemment. Vous l'aurez compris : je conseille !",1.2.0
Google Play,2025-11-14,5,juste bravo et merçi pour ces informations,1.1.23
Google Play,2025-11-14,1,réponses trop lentes,1.2.0
Google Play,2025-11-14,5,Formidable source d'informations quand la question est bien posée. Très utile pour faire les synthèses dont j'ai besoin dans le cadre du soutien scolaire bénévole que je pratique.,1.2.0
Google Play,2025-11-14,5,Excellent pour les recherches historiques même récentes....,1.2.0
Google Play,2025-11-14,5,"Sur un usage intense et pro, bien plus efficace que chatGpt. Réponses beaucoup plus rapides. Bravo à l equipe et aux fondateurs ! Et surtout, restez Français :)",1.1.23
Google Play,2025-11-14,5,"Répond parfaitement à mes besoins, et plaisant dans les échanges 👍",1.1.23
Google Play,2025-11-14,5,"La graine de championne donna effectivement toutes ses promesses. Après presque une année d'utilisation intensive et particulièrement complexe, véritable ""stress test"", rien à dire sinon applaudir : Le Chat de Mistral AI est devenu l'agent conversationnel de référence, larguant complètement son principal concurrent dans le fossé de l'opulence stérile. Ainsi une nouvelle fois l'intelligence l'emporta sur la décadence grossière du billet vert. Une bonne leçon de plus. Et ce n'est pas fini.",1.2.0
App Store,2025-11-13,5,Dans tous les domaines les renseignements obtenus sont complets clairs et précis,1.2.0
App Store,2025-11-13,5,"J’ai essayé au début pour comparer, et ça devient de plus en plus performant",1.2.0
Google Play,2025-11-13,5,L’application permet un accès rapide au chat IA avec mes identifiants Gmail à partir d’une tablette Android.,1.1.23
Google Play,2025-11-13,5,"Vraiment très bien,,tout est fait pour nous aider avc politesse et courtoisie.",1.2.0
Google Play,2025-11-13,5,génial & convivial ! 😃,1.2.0
Google Play,2025-11-13,1,"Exasperating slowness. Major problems with installation, updates... Today, November 13, the app is no longer responding.",1.0.14
Google Play,2025-11-13,3,très bonne application ❤️❤️❤️👍🏿 👍🏿👍🏿,1.2.0
Google Play,2025-11-13,5,excellent,1.2.0
App Store,2025-11-12,5,"Problème bloquant Cette application est inutilisable pour un déficient visuel, utilisant VoiceOver,  comme assistant  pour compenser son handica on ne peut pas attendre les boutons de soumission des Requetes. Pouvez-Vous corriger rapidement le problème s’il vous plaît. Merci",1.2.0
App Store,2025-11-12,5,"Très bon outil qui permet d’aider à la réalisation de tâches complexes comme la rédaction de courriers, la réponse à des questions très diverses. Une IA française et européenne qui gagne à être plus utilisée par le grand public",1.2.0
App Store,2025-11-12,5,"Après avoir testé 3 applications IA, progressivement j’en suis arrivé à utiliser majoritairement Le Chat.
Appli pertinente dans des domaines variés : conseil juridique , tourisme, accord mets-vins, recherche de meilleure version d’enregistrement musical…",1.2.0
App Store,2025-11-12,5,Excellente appli 100% française et européenne. Quelques bugs à résoudre: les pj et l’activation du mode de reflexion est impossible car le clavier (iphone 15) prend toute la place et ne bouge pas … merci de le resoudre pour rendre l’appli parfaite. Aussi: a quand un agent 100% conversationnel? Merci!,1.2.0
Google Play,2025-11-12,5,"Cette IA est française et respectueuse de vos données. à utiliser au lieu de ChatGPT ou autres IA. Mais avec parcimonie, les IA sont très consommatrices d'électricité",1.1.23
Google Play,2025-11-12,4,bonne impression,1.2.0
Google Play,2025-11-12,5,plaisant de voir que notre pays produit encore des génies. bravo à Mistral continuez comme ça,1.2.0
Google Play,2025-11-12,5,"un chat bot très puissant et réactif, facilement configurable avec les bon prompt ça puissance est illimité",1.1.23
Google Play,2025-11-12,5,"IA particulièrement pertinente, merci le Chat !",1.1.23
Google Play,2025-11-12,5,top clair,1.1.23
Google Play,2025-11-12,5,"La notion de souveraineté européenne dans le domaine technologique est un objectif majeur que je soutiens, alors quand on a une alternative de qualité comme Le Chat je prends direct et les améliorations sont notables depuis le lancement de l'app !",1.2.0
Google Play,2025-11-12,5,Très efficace.,1.1.23
Google Play,2025-11-12,2,"Bonjour, J'ai voulu encourager Le Chat, mais franchement, je suis déçu. Je le trouve lent, approximatif, beaucoup de liens morts au niveau des sources et le code qu'il génère n'est pas professionnel. Je n'ai plus trop confiance et je vérifie beaucoup ses résultats, donc je perds du temps. Si je le pouvais j'annulerais mon abonnement.",1.2.0
Google Play,2025-11-11,5,"IA très intéressante, réponds en général à toutes mes interrogations et règle pas mal de mes soucis...😉 reste toujours dans les cordes ne se prend ni pour un médecin un avocat ou autre, très utile au quotidien 👍",1.1.23
Google Play,2025-11-11,5,très bon IA alternative parfaite à chatgpt,1.1.23
Google Play,2025-11-11,5,très bon outil pour s'informer sur les sujets les plus divers,1.1.23
Google Play,2025-11-11,5,"Il faut toujours avoir un esprit critique, mets cette application permet de mettre en forme des idées de manière structurée. Petit point négatif : il est difficile de transférer un texte bien mis en forme par cette IA dans une interface de traitement de texte sans avoir à faire de retouches.",1.1.23
Google Play,2025-11-11,5,adieu Google pour les questions,1.1.23
Google Play,2025-11-11,3,"Cet IA donne des résultats vraiment probant et très pertinent. Par contre, je mettrais bien 5 étoiles s'il y avait un vrai mode conversationnel complet et bidirectionnel, comme dans son concurrent américain Chatgpt. Dès que cette fonction sera développé et déployée je mettrai alors probablement 5 étoiles.",
Google Play,2025-11-11,5,Très simple à prompter et de bonnes réponses,1.1.23
Google Play,2025-11-11,5,"ia au top et c,est français ex",1.1.23
Google Play,2025-11-11,4,merci pour ces conseils et les précisions de chaque offre,1.1.23
Google Play,2025-11-11,5,appreciated. nice AI tool keep it up.,1.1.23
App Store,2025-11-11,5,IA TRÈS AGRÉABLE,1.1.21
